SpectralEmbedding	The 'eigen_tol' parameter of cross_val_score must be a float in the range [0.0, inf) or a str among {'auto'}. Got 'float' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}}), ('scaler', {'class_path': 'sklearn.preprocessing.RobustScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.manifold.SpectralEmbedding', 'params': {'eigen_solver': 'lobpcg', 'affinity': 'rbf', 'eigen_tol': 'float', 'gamma': 'float', 'n_neighbors': 'int', 'n_components': 19, 'random_state': 42, 'n_jobs': -1}}}	SpectralEmbedding - The 'eigen_tol' parameter of cross_val_score must be a float in the range [0.0, inf) or a str among {'auto'}. Got 'float' instead.
StandardScaler	_Scorer._score() missing 1 required positional argument: 'y_true'	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'median'}}), ('scaler', {'class_path': 'sklearn.preprocessing.MinMaxScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {'copy': True, 'with_mean': False, 'with_std': False}}}	StandardScaler - _Scorer._score() missing 1 required positional argument: 'y_true'
SVC	The 'cache_size' parameter of cross_val_score must be a float in the range (0.0, inf). Got 'float' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 6}}), ('scaler', {'class_path': 'sklearn.preprocessing.MinMaxScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.svm.SVC', 'params': {'break_ties': False, 'probability': True, 'shrinking': False, 'verbose': False, 'kernel': 'sigmoid', 'decision_function_shape': 'ovr', 'gamma': "'auto'", 'class_weight': 'dict', 'C': 622.3190101411747, 'cache_size': 'float', 'coef0': 'float', 'tol': 'float', 'degree': 'int', 'max_iter': 'int', 'random_state': 42}}}	SVC - The 'cache_size' parameter of cross_val_score must be a float in the range (0.0, inf). Got 'float' instead.
TfidfTransformer	_Scorer._score() missing 1 required positional argument: 'y_true'	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'median'}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.feature_extraction.text.TfidfTransformer', 'params': {'smooth_idf': True, 'sublinear_tf': False, 'use_idf': True, 'norm': 'l2'}}}	TfidfTransformer - _Scorer._score() missing 1 required positional argument: 'y_true'
TruncatedSVD	`k` must be an integer satisfying `0 < k < min(A.shape)`.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'median'}}), ('scaler', {'class_path': 'sklearn.preprocessing.RobustScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.decomposition.TruncatedSVD', 'params': {'algorithm': 'arpack', 'tol': 44.57522517608272, 'n_components': 13, 'n_iter': 28, 'n_oversamples': 18, 'random_state': 42}}}	TruncatedSVD - `k` must be an integer satisfying `0 < k < min(A.shape)`.
TruncatedSVD	n_components(67) must be <= n_features(4).	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 7}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.decomposition.TruncatedSVD', 'params': {'algorithm': 'randomized', 'power_iteration_normalizer': 'auto', 'tol': 80.77199438685636, 'n_components': 67, 'n_iter': 2, 'n_oversamples': 2, 'random_state': 42}}}	TruncatedSVD - n_components(67) must be <= n_features(4).
TruncatedSVD	n_components(75) must be <= n_features(4).	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'median'}}), ('scaler', {'class_path': 'sklearn.preprocessing.RobustScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.decomposition.TruncatedSVD', 'params': {'algorithm': 'randomized', 'tol': 35.46233542958401, 'n_components': 75, 'n_iter': 39, 'n_oversamples': 23, 'random_state': 42}}}	TruncatedSVD - n_components(75) must be <= n_features(4).
TSNE	The 'min_grad_norm' parameter of cross_val_score must be a float in the range [0.0, inf). Got 'float' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 4}}), ('scaler', {'class_path': 'sklearn.preprocessing.MinMaxScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.manifold.TSNE', 'params': {'init': 'pca', 'method': 'barnes_hut', 'angle': 0.47516491011372475, 'perplexity': 6.341695199565867, 'min_grad_norm': 'float', 'n_components': 3, 'verbose': 0, 'random_state': 42, 'n_jobs': -1}}}	TSNE - The 'min_grad_norm' parameter of cross_val_score must be a float in the range [0.0, inf). Got 'float' instead.
VarianceThreshold	No feature in X meets the variance threshold 31.19861	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 4}})]}], 'estimator': {'class_path': 'sklearn.feature_selection.VarianceThreshold', 'params': {'threshold': 31.19860519321799}}}	VarianceThreshold - No feature in X meets the variance threshold 31.19861
VarianceThreshold	No feature in X meets the variance threshold 41.60302	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 6}}), ('scaler', {'class_path': 'sklearn.preprocessing.MinMaxScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.feature_selection.VarianceThreshold', 'params': {'threshold': 41.60302170156162}}}	VarianceThreshold - No feature in X meets the variance threshold 41.60302
